Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,NY,New York,Westchester,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,4.8,,,4.2,5.4,997895,36119,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-73.7457526 41.1526862),2185
2021,NY,New York,Livingston,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.1,,,7.9,10.4,61578,36051,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-77.778463 42.7290418),2091
2021,NY,New York,Queens,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.6,,,77.1,81.6,2331143,36081,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-73.8412089 40.6546581),2137
2021,NY,New York,Westchester,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.5,,,3.7,5.4,997895,36119,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-73.7457526 41.1526862),2185
2021,NY,New York,Columbia,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84.8,,,82.3,87.0,61778,36021,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-73.6267175 42.2476964),619
2020,NY,New York,Livingston,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,11.4,,,7.5,16.2,61578,36051,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-77.778463 42.7290418),2091
2020,NY,New York,Schenectady,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,41,,,34.0,48.2,158089,36093,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-74.0435592 42.8175516),2142
2021,NY,New York,Madison,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,22,,,18.4,25.7,67658,36053,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-75.6635749 42.9100255),2092
2021,NY,New York,Kings,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,8.7,,,7.6,9.9,2641052,36047,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-73.9506398 40.6350451),2090
2021,NY,New York,Sullivan,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,17.9,,,14.6,21.0,79806,36105,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-74.7715769 41.7199928),2180
2021,NY,New York,Franklin,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,23.5,,,20.7,26.6,47456,36033,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-74.31067 44.5943758),621
2021,NY,New York,Yates,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,12.2,18.2,24613,36123,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Seneca,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.6,,,10.3,13.0,33688,36099,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-76.827088 42.7822943),2144
2021,NY,New York,Madison,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.8,,,3.2,4.4,67658,36053,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-75.6635749 42.9100255),2092
2020,NY,New York,Chemung,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,40.9,,,32.7,48.7,83045,36015,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-76.7524712 42.1486972),2036
2021,NY,New York,Genesee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.8,,,35.5,44.1,57853,36037,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.1927784 43.0009096),2086
2021,NY,New York,Warren,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.5,,,6.2,8.9,65618,36113,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-73.8381388 43.5551053),2183
2021,NY,New York,Putnam,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,10,,,8.4,11.8,97936,36079,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-73.7438608 41.4279067),627
2020,NY,New York,Cattaraugus,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.7,,,81.4,86.2,76426,36009,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-78.662332 42.2390986),2034
2021,NY,New York,Nassau,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.8,,,9.2,12.5,1390907,36059,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-73.5894144 40.7296118),2094
2021,NY,New York,Lewis,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43,,,38.2,48.0,26573,36049,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-75.4441402 43.7826811),623
2021,NY,New York,Allegany,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.7,,,34.7,40.9,46106,36003,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-78.0261531 42.2478532),2031
2021,NY,New York,Wyoming,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.9,,,16.1,23.9,40491,36121,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-78.2285667 42.7013627),2186
2021,NY,New York,Westchester,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.5,,,3.9,5.1,997895,36119,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-73.7457526 41.1526862),2185
2021,NY,New York,Chemung,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,26.3,,,23.2,29.5,83045,36015,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-76.7524712 42.1486972),2036
2020,NY,New York,St. Lawrence,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,39.9,,,32.5,47.1,108051,36089,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-75.074311 44.4881125),2140
2021,NY,New York,Hamilton,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.0,5.7,5119,36041,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-74.5024556 43.6578786),622
2021,NY,New York,Oswego,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.4,,,8.2,10.8,117387,36075,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-76.2092618 43.4614431),2135
2021,NY,New York,Erie,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.1,,,56.5,63.8,950683,36029,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-78.7781922 42.752759),2041
2020,NY,New York,Washington,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,12.3,,,8.1,17.0,60956,36115,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-73.4394282 43.3123766),2184
2021,NY,New York,Wyoming,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.5,,,9.4,11.9,40491,36121,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-78.2285667 42.7013627),2186
2021,NY,New York,New York,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.6,,,17.6,21.7,1576876,36061,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-73.9701871 40.7766419),2095
2021,NY,New York,Ontario,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,4.9,6.2,112508,36069,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-77.3034967 42.8563575),2133
2021,NY,New York,Warren,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.1,2.8,65618,36113,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-73.8381388 43.5551053),2183
2021,NY,New York,Chautauqua,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.7,,,6.0,9.9,126807,36013,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-79.4075949 42.3042159),2035
2021,NY,New York,Seneca,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.8,,,5.9,10.1,33688,36099,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-76.827088 42.7822943),2144
2021,NY,New York,Delaware,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.5,,,8.3,11.0,44378,36025,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-74.9667281 42.1939865),2039
2021,NY,New York,Orange,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.1,5.3,404525,36071,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-74.3062522 41.4024096),2134
2021,NY,New York,Saratoga,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,4.9,7.0,237359,36091,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-73.8553872 43.1061353),2141
2021,NY,New York,Warren,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.4,,,10.1,12.8,65618,36113,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-73.8381388 43.5551053),2183
2021,NY,New York,New York,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.7,,,12.1,15.5,1576876,36061,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-73.9701871 40.7766419),2095
2021,NY,New York,Wyoming,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,24.5,,,20.6,28.9,40491,36121,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-78.2285667 42.7013627),2186
2021,NY,New York,Cayuga,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,8.3,11.0,75880,36011,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-76.5745866 43.0085456),618
2021,NY,New York,Essex,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.3,,,19.3,25.7,37268,36031,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-73.7784307 44.1096005),2084
2021,NY,New York,Lewis,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.9,,,7.0,8.9,26573,36049,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-75.4441402 43.7826811),623
2021,NY,New York,Greene,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,12.9,,,10.8,15.3,48499,36039,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-74.1420253 42.2798211),2087
2020,NY,New York,Jefferson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,43.3,,,36.5,49.8,116295,36045,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-76.0529678 43.996389),2089
2020,NY,New York,Suffolk,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,71.2,,,68.4,73.8,1526344,36103,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-72.6922183 40.943554),2179
2021,NY,New York,Bronx,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,35.7,,,31.8,39.7,1424948,36005,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-73.852939 40.8487111),2032
2021,NY,New York,Warren,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,5.7,,,4.1,7.7,65618,36113,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-73.8381388 43.5551053),2183
2021,NY,New York,Schenectady,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.7,,,12.4,17.3,158089,36093,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-74.0435592 42.8175516),2142
2021,NY,New York,Herkimer,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,31.5,,,27.2,35.7,59937,36043,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-74.8410968 43.571009),2088
2021,NY,New York,Ontario,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.3,,,5.8,8.6,112508,36069,HLTHOUT,COPD,CrdPrv,COPD,POINT (-77.3034967 42.8563575),2133
2021,NY,New York,Queens,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.7,11.0,2331143,36081,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-73.8412089 40.6546581),2137
2021,NY,New York,Yates,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.9,7.2,24613,36123,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-77.1043238 42.638237),2225
2021,NY,New York,Clinton,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.2,,,6.3,8.1,79596,36019,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-73.7056429 44.752712),2038
2021,NY,New York,Livingston,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,78.5,,,75.7,81.1,61578,36051,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-77.778463 42.7290418),2091
2021,NY,New York,Rockland,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.5,,,6.3,8.8,339227,36087,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-74.0246616 41.1546276),628
2020,NY,New York,Bronx,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77,,,74.3,79.4,1424948,36005,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-73.852939 40.8487111),2032
2020,NY,New York,Wayne,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,65.6,,,61.5,69.4,90923,36117,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-77.0494024 43.2181139),631
2021,NY,New York,Steuben,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4,,,3.4,4.7,92948,36101,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-77.3855253 42.2667252),2178
2021,NY,New York,Suffolk,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,24.7,,,21.7,27.8,1526344,36103,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-72.6922183 40.943554),2179
2021,NY,New York,Erie,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,28.5,,,25.3,32.4,950683,36029,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-78.7781922 42.752759),2041
2021,NY,New York,Wayne,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,24.6,,,21.8,27.4,90923,36117,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-77.0494024 43.2181139),631
2021,NY,New York,Montgomery,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.7,,,4.0,5.5,49558,36057,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-74.4353575 42.9008912),624
2021,NY,New York,Rensselaer,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.4,,,15.7,21.4,160232,36083,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-73.5138454 42.7104206),2138
2021,NY,New York,Orange,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,24.4,,,21.9,26.9,404525,36071,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-74.3062522 41.4024096),2134
2021,NY,New York,Fulton,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.2,,,10.9,13.7,53116,36035,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-74.4236782 43.1156093),2085
2021,NY,New York,Greene,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.8,,,25.5,32.0,48499,36039,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.1420253 42.2798211),2087
2020,NY,New York,Kings,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,32.1,,,28.0,36.1,2641052,36047,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-73.9506398 40.6350451),2090
2021,NY,New York,Chemung,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.5,,,3.0,4.0,83045,36015,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-76.7524712 42.1486972),2036
2021,NY,New York,Rockland,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,11.8,18.2,339227,36087,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.0246616 41.1546276),628
2021,NY,New York,Warren,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,27.9,,,25.2,30.7,65618,36113,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-73.8381388 43.5551053),2183
2021,NY,New York,Allegany,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,26.6,,,23.7,29.4,46106,36003,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-78.0261531 42.2478532),2031
2021,NY,New York,Oswego,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,27.8,,,23.9,32.2,117387,36075,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-76.2092618 43.4614431),2135
2021,NY,New York,Otsego,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.5,,,10.3,14.8,58123,36077,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-75.028841 42.6297762),2136
2021,NY,New York,Broome,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,24.3,,,21.6,27.1,197240,36007,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-75.8302833 42.1619773),2033
2021,NY,New York,Washington,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.1,,,27.1,33.2,60956,36115,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-73.4394282 43.3123766),2184
2021,NY,New York,Saratoga,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.1,5.4,237359,36091,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-73.8553872 43.1061353),2141
2021,NY,New York,Washington,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.3,,,13.7,19.1,60956,36115,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-73.4394282 43.3123766),2184
2020,NY,New York,Oneida,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,48.7,,,40.7,57.3,230274,36065,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-75.4342824 43.2427273),625
2020,NY,New York,Orange,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,10.8,,,7.2,15.0,404525,36071,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-74.3062522 41.4024096),2134
2020,NY,New York,Herkimer,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,73,,,68.8,77.6,59937,36043,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-74.8410968 43.571009),2088
2021,NY,New York,Jefferson,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,12.2,,,10.5,14.0,116295,36045,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-76.0529678 43.996389),2089
2021,NY,New York,Queens,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.1,,,8.2,10.1,2331143,36081,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-73.8412089 40.6546581),2137
2021,NY,New York,Seneca,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17,,,14.8,19.3,33688,36099,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-76.827088 42.7822943),2144
2021,NY,New York,Lewis,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.7,,,12.8,16.7,26573,36049,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-75.4441402 43.7826811),623
2021,NY,New York,Madison,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,25.2,,,22.1,28.6,67658,36053,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-75.6635749 42.9100255),2092
2021,NY,New York,Wayne,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.9,6.3,90923,36117,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-77.0494024 43.2181139),631
2021,NY,New York,Westchester,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,,,6.5,7.8,997895,36119,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-73.7457526 41.1526862),2185
2021,NY,New York,Nassau,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,25.7,,,23.6,28.0,1390907,36059,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-73.5894144 40.7296118),2094
2020,NY,New York,Steuben,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.9,,,81.3,86.4,92948,36101,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-77.3855253 42.2667252),2178
2020,NY,New York,Franklin,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.6,,,10.1,20.1,47456,36033,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-74.31067 44.5943758),621
2021,NY,New York,Steuben,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.1,,,15.4,23.0,92948,36101,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-77.3855253 42.2667252),2178
2021,NY,New York,Oneida,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.3,,,10.1,12.7,230274,36065,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-75.4342824 43.2427273),625
2021,NY,New York,Lewis,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.5,3.0,26573,36049,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-75.4441402 43.7826811),623
2021,NY,New York,Allegany,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.2,,,8.8,11.6,46106,36003,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-78.0261531 42.2478532),2031
2021,NY,New York,Clinton,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.5,,,11.2,14.0,79596,36019,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-73.7056429 44.752712),2038
2021,NY,New York,Tioga,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,24.5,,,20.6,28.9,47980,36107,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-76.2974556 42.1780565),630
2021,NY,New York,Fulton,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.1,,,14.1,18.1,53116,36035,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-74.4236782 43.1156093),2085
2021,NY,New York,Queens,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.3,,,3.0,3.6,2331143,36081,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-73.8412089 40.6546581),2137
2021,NY,New York,Schoharie,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.4,6.9,29863,36095,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-74.4381718 42.591294),629
2021,NY,New York,Montgomery,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,31.7,,,27.8,35.9,49558,36057,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-74.4353575 42.9008912),624
2021,NY,New York,Rensselaer,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.2,,,6.0,8.5,160232,36083,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-73.5138454 42.7104206),2138
2021,NY,New York,Kings,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,30,,,28.0,32.0,2641052,36047,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-73.9506398 40.6350451),2090
2021,NY,New York,Tioga,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,14.5,,,12.3,17.1,47980,36107,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-76.2974556 42.1780565),630
